HugoID	observed	expected
G079691:lncrna.promCore	-0.0	-0.0
RP11-2E11.9:lncrna.promCore	-0.0	0.00012346680449985584
PTP4A1:3utr	-0.0	0.00024696871970818126
RUFY3:3utr	-0.0	0.00037050576559968237
C11orf54:5utr	-0.0	0.0004940779621663088
E2F5:promCore	-0.0	0.0006176853294168871
ATXN2:promCore	-0.0	0.0007413278873774782
TOM1:promCore	-0.0	0.000865005656091252
IL33:3utr	-0.0	0.000988718655618362
G079691:lncrna.ncrna	-0.0	0.001112466906036303
SOX6:3utr	4.342966533881614e-06	0.0012362504274395433
USP46:3utr	4.342966533881614e-06	0.0013600692399399325
EPB41L1:promCore	8.68597649812824e-06	0.0014839233636663332
AC004158.2:lncrna.ncrna	8.68597649812824e-06	0.0016078128187649791
PAPPA2:5utr	1.302902989351207e-05	0.0017317376253993503
G002513:lncrna.ncrna	1.302902989351207e-05	0.0018556978037500473
NPAS3:3utr	1.7372126720998196e-05	0.0019796933740151494
KCNJ12:promCore	5.211846499883996e-05	0.0021037243564098478
4:145485400-145486000:enhancers	5.211846499883996e-05	0.002227790771166803
KCNJ12:5utr	7.383633819013811e-05	0.0023518926385360218
14:76350200-76353600:enhancers	9.555529748688685e-05	0.0024760299787847284
NSUN3:3utr	9.555529748688685e-05	0.002600202812197727
POGK:promCore	9.989921968843116e-05	0.00272441115907703
FOXA2:promCore	0.00011727534299772331	0.002848655039742222
G042656:lncrna.ncrna	0.00015202967541155967	0.00297293447453033
PTPRK:promCore	0.00015202967541155967	0.0030972494837957004
SFRP1:promCore	0.0001650632671306497	0.003221600087910357
SYNRG:promCore	0.0001911316240789952	0.0033459863072636347
G019814:lncrna.ncrna	0.00020416638935526045	0.0034704081622625375
LYSMD4:3utr	0.0002215466849785818	0.003594865673331614
FOXA2:5utr	0.00024327303267428796	0.0037193588609128318
5:132621000-132621800:enhancers	0.00028238319772186474	0.003843887745465936
5:124148200-124149000:enhancers	0.00029976662389581986	0.003968452347468085
ALOX15:3utr	0.00034757463392091225	0.004093052687414253
DZIP1:5utr	0.0003606140955401972	0.004217688785816867
22:29672600-29676200:enhancers	0.0003649606697487103	0.004342360663206165
CUL5:3utr	0.0004127758573992958	0.004467068340130071
ZNF131:promCore	0.0004519012906030772	0.004591811837154069
TMEM229B:3utr	0.0004519012906030772	0.004716591174861563
CDC40:promCore	0.0005040740184948285	0.004841406373853511
SERPINA12:5utr	0.0006040892692186921	0.004966257454748782
PTN:3utr	0.0006171364349446035	0.005091144438184035
SEMA3A:3utr	0.0006954276616512517	0.005216067344813588
IL13:3utr	0.0007258780618011368	0.005341026195309786
IFT80:3utr	0.000734578568290403	0.005466021010362625
RP11-1149M10.1:lncrna.ncrna	0.0008128909713222355	0.00559105181068012
ARL1:3utr	0.0008172420744596672	0.005716118616988173
TLE4:5utr	0.0008259444115150663	0.005841221450030454
G024705:lncrna.ncrna	0.0008564039644957796	0.005966360330568755
GALNT13:3utr	0.0009042732929435858	0.00609153527938263
UST:3utr	0.0009216816297293093	0.006216746317269749
SOX11:3utr	0.0009260338229589713	0.006341993465045777
2:38861400-38862600:enhancers	0.0010479129442954294	0.006467276743544246
PPIG:3utr	0.0010522664027165657	0.00659259617361692
XPR1:3utr	0.0011916001191059416	0.006717951776133423
NPLOC4:5utr	0.0012003099608089898	0.00684334357198165
RP11-766F14.2:3utr	0.0013222660893136865	0.006968771582067399
ARL15:promCore	0.001326622298790593	0.007094235827314735
RP1-261D10.2:lncrna.promCore	0.0014181127928363008	0.007219736328665859
DZIP1:promCore	0.0016360249098745336	0.00734527310708099
PEX2:3utr	0.0016447436692356907	0.007470846183538721
RP11-314B1.2:lncrna.ncrna	0.0016883400917607522	0.007596455579035654
ATP2B1:3utr	0.0016926999747251179	0.00772210131458676
VLDLR:3utr	0.001779906826737189	0.007847783411225254
G042655:lncrna.ncrna	0.0018191556239113666	0.007973501890002474
TSPAN4:5utr	0.0019151120634443696	0.008099256771988236
PI15:3utr	0.0021027245250774206	0.008225048078270472
17:34240000-34243000:enhancers	0.002155095959282231	0.00835087582995559
RUNX1T1:3utr	0.0021594605305519216	0.008476740048168344
TSIX:lncrna.ncrna	0.0021638251456851556	0.008602640754051719
C12orf75:3utr	0.0022816863379049933	0.008728577968767286
SLC25A36:3utr	0.0023166143162013718	0.008854551713494838
NR2F2:5utr	0.0023340793588073764	0.008980562009432747
OR5B3:promCore	0.0023908455983848733	0.009106608877797844
PPM1J:5utr	0.0026835277860159323	0.00923269233982529
EID3:promCore	0.0026835277860159323	0.009358812416768945
9:127331000-127334000:enhancers	0.0027840462707915434	0.009484969129900997
JMJD1C-AS1:lncrna.ncrna	0.0027884171674950114	0.009611162500512367
RPS6:5utr	0.003203853078652849	0.009737392549912348
KSR2:3utr	0.003361385311566125	0.009863659299428968
VWA5A:3utr	0.003479571996950501	0.009989962770408862
LINC00662:lncrna.ncrna	0.003580274918384843	0.010116302984217146
B2M:3utr	0.0038036560301496682	0.010242679962237785
G011511:lncrna.ncrna	0.003873760062893236	0.010369093725873222
USP49:promCore	0.003965788782479694	0.01049554429654474
