GENE_ID	Q_VALUE
enhancers::chr1:119930400-119935000::NA::NA	0.1735705263157894
enhancers::chr1:156101600-156110200::NA::NA	0.332955
enhancers::chr16:88764000-88766800::NA::NA	0.332955
enhancers::chr1:172290200-172293200::NA::NA	0.332955
enhancers::chr6:8513400-8514200::NA::NA	0.34220375
enhancers::chr13:73211600-73214200::NA::NA	0.4838711111111111
enhancers::chr10:33312800-33319400::NA::NA	0.5152875
enhancers::chr8:35499600-35504000::NA::NA	0.5537053846153845
enhancers::chr11:46822400-46824200::NA::NA	0.62007327014218
enhancers::chr10:96971400-96972000::NA::NA	0.62007327014218
enhancers::chr4:85845600-85846400::NA::NA	0.633386923076923
enhancers::chr6:75600800-75601600::NA::NA	0.633386923076923
enhancers::chr12:71929800-71931000::NA::NA	0.699347392996109
enhancers::chr5:107300400-107302400::NA::NA	0.70215
enhancers::chr21:44284800-44287200::NA::NA	0.7043178217821782
enhancers::chr8:48853800-48856200::NA::NA	0.7065068789808917
enhancers::chr6:79880200-79881200::NA::NA	0.7084387058823529
enhancers::chr12:110774200-110779400::NA::NA	0.7084387058823529
enhancers::chr11:9660600-9662600::NA::NA	0.7178289637305699
enhancers::chr15:49786600-49787800::NA::NA	0.7178289637305699
enhancers::chr7:123712600-123714600::NA::NA	0.7178289637305699
enhancers::chr22:45565000-45573400::NA::NA	0.7186521428571429
enhancers::chr11:57640800-57641400::NA::NA	0.7205690464547677
enhancers::chr8:129217400-129219000::NA::NA	0.7205690464547677
enhancers::chr3:59595400-59596400::NA::NA	0.753378523489933
enhancers::chr12:106880400-106881000::NA::NA	0.7609136653386455
enhancers::chr3:30542400-30545400::NA::NA	0.7609136653386455
enhancers::chr20:17677800-17681200::NA::NA	0.7609136653386455
enhancers::chr4:153659000-153660600::NA::NA	0.7609136653386455
enhancers::chr1:215174600-215178200::NA::NA	0.7684057086614173
enhancers::chr5:1335600-1337600::NA::NA	0.7684057086614173
enhancers::chr17:40025800-40027400::NA::NA	0.7730679310344828
enhancers::chr3:138659200-138660600::NA::NA	0.7743114236706689
enhancers::chr3:157091400-157095000::NA::NA	0.7743114236706689
enhancers::chr3:165353400-165354600::NA::NA	0.7778122314049587
enhancers::chr9:13860200-13861600::NA::NA	0.8005056965944273
enhancers::chr2:99489600-99490200::NA::NA	0.8080486842105263
enhancers::chr14:63698600-63700600::NA::NA	0.8164354285714286
enhancers::chr1:162327200-162328800::NA::NA	0.8217455252918288
enhancers::chr9:32873800-32876000::NA::NA	0.8228009750297266
enhancers::chr22:26088400-26089600::NA::NA	0.8228009750297266
enhancers::chr16:27218200-27221000::NA::NA	0.8228009750297266
enhancers::chr5:102331000-102332400::NA::NA	0.8288812799999999
enhancers::chr1:186718800-186720000::NA::NA	0.8402289250814332
enhancers::chr18:37667600-37668400::NA::NA	0.8486947685683531
enhancers::chr1:243507400-243510400::NA::NA	0.8609765684210526
enhancers::chr11:104763200-104764000::NA::NA	0.8624856846473029
enhancers::chr7:26228400-26233200::NA::NA	0.8866315748031497
enhancers::chr19:1146000-1148000::NA::NA	0.8894196078431372
enhancers::chr18:36552000-36553000::NA::NA	0.8904709749303621
enhancers::chr8:76330800-76334200::NA::NA	0.8977453333333333
enhancers::chr12:90195800-90196600::NA::NA	0.8977453333333333
enhancers::chr22:31337600-31345800::NA::NA	0.8997012190812722
enhancers::chr1:156916000-156916600::NA::NA	0.9146831281198003
enhancers::chrX:122941600-122942800::NA::NA	0.9146831281198003
enhancers::chr12:32974800-32976000::NA::NA	0.9154493553719008
enhancers::chr6:109316600-109317200::NA::NA	0.9172391762767712
enhancers::chr12:106662200-106672200::NA::NA	0.917347351973684
enhancers::chr6:30702400-30704600::NA::NA	0.917347351973684
enhancers::chr1:172054200-172055000::NA::NA	0.9252802529644268
enhancers::chr7:94658000-94658600::NA::NA	0.926986558891455
enhancers::chr2:198094400-198095600::NA::NA	0.9285151420838972
enhancers::chr12:54634400-54635400::NA::NA	0.9285151420838972
enhancers::chr14:21696400-21699000::NA::NA	0.9285151420838972
enhancers::chr3:32078400-32079800::NA::NA	0.9285151420838972
enhancers::chr3:156148600-156152200::NA::NA	0.9285151420838972
enhancers::chr11:22806400-22807200::NA::NA	0.9285151420838972
enhancers::chr6:139976200-139978200::NA::NA	0.9285151420838972
enhancers::chr4:139517000-139518000::NA::NA	0.929947751004016
enhancers::chr19:5077200-5081400::NA::NA	0.9326495409181637
enhancers::chr7:80419800-80421200::NA::NA	0.9332577425742574
enhancers::chr12:129278600-129283800::NA::NA	0.9347211632270168
enhancers::chr4:176909400-176910200::NA::NA	0.9347211632270168
enhancers::chr3:29506200-29507000::NA::NA	0.9376227221876944
enhancers::chr15:25713200-25714200::NA::NA	0.93784035971223
enhancers::chr6:5121600-5122800::NA::NA	0.93784035971223
enhancers::chr5:118353600-118356000::NA::NA	0.93784035971223
enhancers::chr5:40547800-40548600::NA::NA	0.93784035971223
enhancers::chrX:132790600-132792000::NA::NA	0.9395313402061856
enhancers::chr3:68808400-68810200::NA::NA	0.9395313402061856
enhancers::chr12:42675200-42676600::NA::NA	0.9395313402061856
enhancers::chr2:189833600-189836600::NA::NA	0.9403855231560893
enhancers::chr1:28640400-28642200::NA::NA	0.9455468516542156
enhancers::chr12:89461000-89462200::NA::NA	0.9455468516542156
enhancers::chr6:86073800-86074400::NA::NA	0.9455468516542156
enhancers::chr20:35241000-35244200::NA::NA	0.95818181184669
enhancers::chr11:1122600-1124000::NA::NA	0.95818181184669
enhancers::chr12:98478800-98480000::NA::NA	0.95818181184669
enhancers::chr2:47027400-47034400::NA::NA	0.95818181184669
enhancers::chr6:36139200-36140000::NA::NA	0.95818181184669
enhancers::chr14:33080200-33081600::NA::NA	0.9596439469947942
enhancers::chr2:184478400-184480400::NA::NA	0.9596439469947942
enhancers::chr4:159067800-159068600::NA::NA	0.96142082278481
enhancers::chr4:22970200-22972600::NA::NA	0.9626191270527226
enhancers::chr9:13810200-13811000::NA::NA	0.9626191270527226
enhancers::chr7:94755400-94756000::NA::NA	0.9626191270527226
enhancers::chr9:117995400-117997000::NA::NA	0.9626191270527226
enhancers::chr9:85942000-85943000::NA::NA	0.9634541343669252
enhancers::chr6:122205800-122207600::NA::NA	0.9641694067067929
enhancers::chr10:135178200-135179600::NA::NA	0.9670694396014944
enhancers::chr5:131433000-131440800::NA::NA	0.9676453608247424
enhancers::chr3:122828400-122830400::NA::NA	0.9691691530944624
enhancers::chr4:94958000-94958600::NA::NA	0.9693267458432304
enhancers::chr13:54362200-54363000::NA::NA	0.9808259226519336
enhancers::chr7:7936600-7937800::NA::NA	0.9808259226519336
enhancers::chr4:106795800-106797200::NA::NA	0.9808259226519336
enhancers::chrX:147503600-147504200::NA::NA	0.982965369458128
enhancers::chr21:18348600-18351800::NA::NA	0.982965369458128
enhancers::chr7:66104800-66107000::NA::NA	0.982965369458128
enhancers::chr2:153781200-153782800::NA::NA	0.982965369458128
enhancers::chr8:107635800-107638000::NA::NA	0.982965369458128
enhancers::chr12:93494200-93497400::NA::NA	0.984375183759188
enhancers::chr10:60482600-60485400::NA::NA	0.9845052322738388
enhancers::chr12:15132000-15138800::NA::NA	0.9858060721442886
enhancers::chr19:52724200-52725600::NA::NA	0.9858060721442886
